filepath,label,phase,group_id,filename,source_fold,oversampling_target
C:\Users\laura\OneDrive\Documenti\UNIVCA\TERZO ANNO\TIROCINIO\MP-IDB-The-Malaria-Parasite-Image-Database-for-Image-Processing-and-Analysis\Malariae\crops\T\1401080976-0008-T.png,Malariae,T,1401080976,1401080976-0008-T.png,1,63
C:\Users\laura\OneDrive\Documenti\UNIVCA\TERZO ANNO\TIROCINIO\MP-IDB-The-Malaria-Parasite-Image-Database-for-Image-Processing-and-Analysis\Falciparum\crops\R\1409191647-0009-R_0.png,Falciparum,R,1409191647,1409191647-0009-R_0.png,1,63
C:\Users\laura\OneDrive\Documenti\UNIVCA\TERZO ANNO\TIROCINIO\MP-IDB-The-Malaria-Parasite-Image-Database-for-Image-Processing-and-Analysis\Ovale\crops\G\1707180816-0018-G.png,Ovale,G,1707180816,1707180816-0018-G.png,1,63
C:\Users\laura\OneDrive\Documenti\UNIVCA\TERZO ANNO\TIROCINIO\MP-IDB-The-Malaria-Parasite-Image-Database-for-Image-Processing-and-Analysis\Ovale\crops\G\1707180816-0018-G.png,Ovale,G,1707180816,1707180816-0018-G.png,1,63
C:\Users\laura\OneDrive\Documenti\UNIVCA\TERZO ANNO\TIROCINIO\MP-IDB-The-Malaria-Parasite-Image-Database-for-Image-Processing-and-Analysis\Vivax\crops\R\1709041080-0018-R_1.png,Vivax,R,1709041080,1709041080-0018-R_1.png,1,63
C:\Users\laura\OneDrive\Documenti\UNIVCA\TERZO ANNO\TIROCINIO\MP-IDB-The-Malaria-Parasite-Image-Database-for-Image-Processing-and-Analysis\Vivax\crops\S\1709041080-0037-S_1.png,Vivax,S,1709041080,1709041080-0037-S_1.png,1,63
C:\Users\laura\OneDrive\Documenti\UNIVCA\TERZO ANNO\TIROCINIO\MP-IDB-The-Malaria-Parasite-Image-Database-for-Image-Processing-and-Analysis\Malariae\crops\T\1401080976-0008-T.png,Malariae,T,1401080976,1401080976-0008-T.png,1,63
C:\Users\laura\OneDrive\Documenti\UNIVCA\TERZO ANNO\TIROCINIO\MP-IDB-The-Malaria-Parasite-Image-Database-for-Image-Processing-and-Analysis\Ovale\crops\T\1707180816-0010-T.png,Ovale,T,1707180816,1707180816-0010-T.png,1,63
C:\Users\laura\OneDrive\Documenti\UNIVCA\TERZO ANNO\TIROCINIO\MP-IDB-The-Malaria-Parasite-Image-Database-for-Image-Processing-and-Analysis\Ovale\crops\T\1707180816-0003-T.png,Ovale,T,1707180816,1707180816-0003-T.png,1,63
C:\Users\laura\OneDrive\Documenti\UNIVCA\TERZO ANNO\TIROCINIO\MP-IDB-The-Malaria-Parasite-Image-Database-for-Image-Processing-and-Analysis\Ovale\crops\T\1707180816-0015-T.png,Ovale,T,1707180816,1707180816-0015-T.png,1,63
C:\Users\laura\OneDrive\Documenti\UNIVCA\TERZO ANNO\TIROCINIO\MP-IDB-The-Malaria-Parasite-Image-Database-for-Image-Processing-and-Analysis\Falciparum\crops\R\1701151546-0012-R_0.png,Falciparum,R,1701151546,1701151546-0012-R_0.png,1,63
C:\Users\laura\OneDrive\Documenti\UNIVCA\TERZO ANNO\TIROCINIO\MP-IDB-The-Malaria-Parasite-Image-Database-for-Image-Processing-and-Analysis\Vivax\crops\S\1709041080-0037-S_1.png,Vivax,S,1709041080,1709041080-0037-S_1.png,1,63
C:\Users\laura\OneDrive\Documenti\UNIVCA\TERZO ANNO\TIROCINIO\MP-IDB-The-Malaria-Parasite-Image-Database-for-Image-Processing-and-Analysis\Malariae\crops\T\1401080976-0001-T.png,Malariae,T,1401080976,1401080976-0001-T.png,1,63
C:\Users\laura\OneDrive\Documenti\UNIVCA\TERZO ANNO\TIROCINIO\MP-IDB-The-Malaria-Parasite-Image-Database-for-Image-Processing-and-Analysis\Malariae\crops\T\1401080976-0001-T.png,Malariae,T,1401080976,1401080976-0001-T.png,1,63
C:\Users\laura\OneDrive\Documenti\UNIVCA\TERZO ANNO\TIROCINIO\MP-IDB-The-Malaria-Parasite-Image-Database-for-Image-Processing-and-Analysis\Malariae\crops\T\1401080976-0003-T.png,Malariae,T,1401080976,1401080976-0003-T.png,1,63
C:\Users\laura\OneDrive\Documenti\UNIVCA\TERZO ANNO\TIROCINIO\MP-IDB-The-Malaria-Parasite-Image-Database-for-Image-Processing-and-Analysis\Vivax\crops\T\1709041080-0022-T_1.png,Vivax,T,1709041080,1709041080-0022-T_1.png,1,63
C:\Users\laura\OneDrive\Documenti\UNIVCA\TERZO ANNO\TIROCINIO\MP-IDB-The-Malaria-Parasite-Image-Database-for-Image-Processing-and-Analysis\Falciparum\crops\R\1405022890-0005-R_0.png,Falciparum,R,1405022890,1405022890-0005-R_0.png,1,63
C:\Users\laura\OneDrive\Documenti\UNIVCA\TERZO ANNO\TIROCINIO\MP-IDB-The-Malaria-Parasite-Image-Database-for-Image-Processing-and-Analysis\Ovale\crops\T\1707180816-0003-T.png,Ovale,T,1707180816,1707180816-0003-T.png,1,63
C:\Users\laura\OneDrive\Documenti\UNIVCA\TERZO ANNO\TIROCINIO\MP-IDB-The-Malaria-Parasite-Image-Database-for-Image-Processing-and-Analysis\Falciparum\crops\R\1408290968-0003-R_0.png,Falciparum,R,1408290968,1408290968-0003-R_0.png,1,63
C:\Users\laura\OneDrive\Documenti\UNIVCA\TERZO ANNO\TIROCINIO\MP-IDB-The-Malaria-Parasite-Image-Database-for-Image-Processing-and-Analysis\Falciparum\crops\R\1701151546-0009-R_0.png,Falciparum,R,1701151546,1701151546-0009-R_0.png,1,63
C:\Users\laura\OneDrive\Documenti\UNIVCA\TERZO ANNO\TIROCINIO\MP-IDB-The-Malaria-Parasite-Image-Database-for-Image-Processing-and-Analysis\Malariae\crops\T\1401080976-0002-T.png,Malariae,T,1401080976,1401080976-0002-T.png,1,63
C:\Users\laura\OneDrive\Documenti\UNIVCA\TERZO ANNO\TIROCINIO\MP-IDB-The-Malaria-Parasite-Image-Database-for-Image-Processing-and-Analysis\Falciparum\crops\R\1701151546-0008-R-T_0.png,Falciparum,R,1701151546,1701151546-0008-R-T_0.png,1,63
C:\Users\laura\OneDrive\Documenti\UNIVCA\TERZO ANNO\TIROCINIO\MP-IDB-The-Malaria-Parasite-Image-Database-for-Image-Processing-and-Analysis\Vivax\crops\T\1709041080-0029-T_1.png,Vivax,T,1709041080,1709041080-0029-T_1.png,1,63
C:\Users\laura\OneDrive\Documenti\UNIVCA\TERZO ANNO\TIROCINIO\MP-IDB-The-Malaria-Parasite-Image-Database-for-Image-Processing-and-Analysis\Vivax\crops\R\1709041080-0023-R_1.png,Vivax,R,1709041080,1709041080-0023-R_1.png,1,63
C:\Users\laura\OneDrive\Documenti\UNIVCA\TERZO ANNO\TIROCINIO\MP-IDB-The-Malaria-Parasite-Image-Database-for-Image-Processing-and-Analysis\Falciparum\crops\R\1701151546-0006-R_T_0.png,Falciparum,R,1701151546,1701151546-0006-R_T_0.png,1,63
C:\Users\laura\OneDrive\Documenti\UNIVCA\TERZO ANNO\TIROCINIO\MP-IDB-The-Malaria-Parasite-Image-Database-for-Image-Processing-and-Analysis\Ovale\crops\T\1707180816-0007-T.png,Ovale,T,1707180816,1707180816-0007-T.png,1,63
C:\Users\laura\OneDrive\Documenti\UNIVCA\TERZO ANNO\TIROCINIO\MP-IDB-The-Malaria-Parasite-Image-Database-for-Image-Processing-and-Analysis\Ovale\crops\G\1707180816-0018-G.png,Ovale,G,1707180816,1707180816-0018-G.png,1,63
C:\Users\laura\OneDrive\Documenti\UNIVCA\TERZO ANNO\TIROCINIO\MP-IDB-The-Malaria-Parasite-Image-Database-for-Image-Processing-and-Analysis\Vivax\crops\R\1709041080-0036-S_R_2.png,Vivax,R,1709041080,1709041080-0036-S_R_2.png,1,63
C:\Users\laura\OneDrive\Documenti\UNIVCA\TERZO ANNO\TIROCINIO\MP-IDB-The-Malaria-Parasite-Image-Database-for-Image-Processing-and-Analysis\Vivax\crops\S\1709041080-0030-S_1.png,Vivax,S,1709041080,1709041080-0030-S_1.png,1,63
C:\Users\laura\OneDrive\Documenti\UNIVCA\TERZO ANNO\TIROCINIO\MP-IDB-The-Malaria-Parasite-Image-Database-for-Image-Processing-and-Analysis\Falciparum\crops\G\1603223711-0001-G_0.png,Falciparum,G,1603223711,1603223711-0001-G_0.png,1,63
C:\Users\laura\OneDrive\Documenti\UNIVCA\TERZO ANNO\TIROCINIO\MP-IDB-The-Malaria-Parasite-Image-Database-for-Image-Processing-and-Analysis\Falciparum\crops\R\1408161544-0002-R_S_0.png,Falciparum,R,1408161544,1408161544-0002-R_S_0.png,1,63
C:\Users\laura\OneDrive\Documenti\UNIVCA\TERZO ANNO\TIROCINIO\MP-IDB-The-Malaria-Parasite-Image-Database-for-Image-Processing-and-Analysis\Falciparum\crops\R\1307210661-0006-R_0.png,Falciparum,R,1307210661,1307210661-0006-R_0.png,1,63
C:\Users\laura\OneDrive\Documenti\UNIVCA\TERZO ANNO\TIROCINIO\MP-IDB-The-Malaria-Parasite-Image-Database-for-Image-Processing-and-Analysis\Ovale\crops\G\1707180816-0008-G.png,Ovale,G,1707180816,1707180816-0008-G.png,1,63
C:\Users\laura\OneDrive\Documenti\UNIVCA\TERZO ANNO\TIROCINIO\MP-IDB-The-Malaria-Parasite-Image-Database-for-Image-Processing-and-Analysis\Vivax\crops\S\1709041080-0033-S_1.png,Vivax,S,1709041080,1709041080-0033-S_1.png,1,63
C:\Users\laura\OneDrive\Documenti\UNIVCA\TERZO ANNO\TIROCINIO\MP-IDB-The-Malaria-Parasite-Image-Database-for-Image-Processing-and-Analysis\Falciparum\crops\R\1701151546-0001-R_T_S_0.png,Falciparum,R,1701151546,1701151546-0001-R_T_S_0.png,1,63
